,id,document_id,worker,sentence,subject_entity,object_entity,label
19,1778,person1.csv_235,['user:ymnseol'],"아이유(IU, , 李知恩, 1993년 5월 16일~)는 대한민국의 가수이자 배우이다. 배우로 활동할 때는 본명을 사용한다. '아이유(IU)'라는 예명은 'I'와 'You'를 합친 합성어로 '너와 내가 음악으로 하나가 된다.'라는 의미이다.","{'word': '아이유', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': 'IU', 'start_idx': 4, 'end_idx': 5, 'type': 'PER'}",per:alternate_name
20,1779,person1.csv_235,['user:ymnseol'],"아이유(IU, , 李知恩, 1993년 5월 16일~)는 대한민국의 가수이자 배우이다. 배우로 활동할 때는 본명을 사용한다. '아이유(IU)'라는 예명은 'I'와 'You'를 합친 합성어로 '너와 내가 음악으로 하나가 된다.'라는 의미이다.","{'word': '아이유', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '李知恩', 'start_idx': 10, 'end_idx': 12, 'type': 'PER'}",per:alternate_name
21,1780,person1.csv_235,['user:ymnseol'],"아이유(IU, , 李知恩, 1993년 5월 16일~)는 대한민국의 가수이자 배우이다. 배우로 활동할 때는 본명을 사용한다. '아이유(IU)'라는 예명은 'I'와 'You'를 합친 합성어로 '너와 내가 음악으로 하나가 된다.'라는 의미이다.","{'word': '아이유', 'start_idx': 70, 'end_idx': 72, 'type': 'PER'}","{'word': 'IU', 'start_idx': 74, 'end_idx': 75, 'type': 'PER'}",per:alternate_name
22,459,person1.csv_322,['user:ymnseol'],"중학교 3학년 때 친구들과 함께 베이스 기타, 키보드, 통기타, 드럼으로 밴드를 구성한 '푸른 돛'이라는 그룹을 결성했는데 유희열은 통기타를 연주했다. 현재는 없어진 신촌의 크리스탈 소극장에서 멤버들이 돈을 조금씩 내고 티켓을 판매해 라이브 공연을 마련하며 공연도 했다. 중학교 3학년 때부터 고등학교 1학년 때까지 공연을 하고 고등학교 2학년이 된 후는 대학입시 준비 때문에 자연스럽게 팀이 해체되었다.","{'word': '푸른 돛', 'start_idx': 50, 'end_idx': 53, 'type': 'ORG'}","{'word': '유희열', 'start_idx': 69, 'end_idx': 71, 'type': 'PER'}",org:employee
23,458,person1.csv_322,['user:ymnseol'],"중학교 3학년 때 친구들과 함께 베이스 기타, 키보드, 통기타, 드럼으로 밴드를 구성한 '푸른 돛'이라는 그룹을 결성했는데 유희열은 통기타를 연주했다. 현재는 없어진 신촌의 크리스탈 소극장에서 멤버들이 돈을 조금씩 내고 티켓을 판매해 라이브 공연을 마련하며 공연도 했다. 중학교 3학년 때부터 고등학교 1학년 때까지 공연을 하고 고등학교 2학년이 된 후는 대학입시 준비 때문에 자연스럽게 팀이 해체되었다.","{'word': '유희열', 'start_idx': 69, 'end_idx': 71, 'type': 'PER'}","{'word': '푸른 돛', 'start_idx': 50, 'end_idx': 53, 'type': 'ORG'}",per:member_of
24,1781,person1.csv_235,['user:ymnseol'],"아이유(IU, , 李知恩, 1993년 5월 16일~)는 대한민국의 가수이자 배우이다. 배우로 활동할 때는 본명을 사용한다. '아이유(IU)'라는 예명은 'I'와 'You'를 합친 합성어로 '너와 내가 음악으로 하나가 된다.'라는 의미이다.","{'word': '아이유', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '가수', 'start_idx': 37, 'end_idx': 38, 'type': 'POH'}",per:title
25,837,person1.csv_332,['user:ymnseol'],"또한 유희열은 개별적으로 작곡가 활동을 하기도 했는데, 그가 작곡가로서 제법 알려지게 된 계기는 앨범 프로듀서를 맡은 96년 4월에 발매된 윤종신 5집 앨범 《우》가 70만장 이상 판매된 후부터이다. 앨범 프로듀서의 역할은 작곡과 편곡, 디렉팅, 연주, 세션맨 관리, 연주자 선택 등 앨범에 관한한 모든 것을 책임지는 것이다.","{'word': '유희열', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}","{'word': '96년 4월', 'start_idx': 66, 'end_idx': 71, 'type': 'DAT'}",no_relation
26,835,person1.csv_332,['user:ymnseol'],"또한 유희열은 개별적으로 작곡가 활동을 하기도 했는데, 그가 작곡가로서 제법 알려지게 된 계기는 앨범 프로듀서를 맡은 96년 4월에 발매된 윤종신 5집 앨범 《우》가 70만장 이상 판매된 후부터이다. 앨범 프로듀서의 역할은 작곡과 편곡, 디렉팅, 연주, 세션맨 관리, 연주자 선택 등 앨범에 관한한 모든 것을 책임지는 것이다.","{'word': '유희열', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}","{'word': '앨범 프로듀서', 'start_idx': 54, 'end_idx': 60, 'type': 'POH'}",per:title
27,2249,person1.csv_113,['user:ymnseol'],"데뷔 앨범과 연달아 발표한 2개의 앨범이 히트를 기록했지만 아직 혜은이는 원래 가수를 할 생각이 없었고, 아버지가 보증을 서주셨다가 잘못돼서 길에 쫓겨나서 이에 대한 방책으로 어쩔 수 없이 마이크를 잡았다.","{'word': '혜은이', 'start_idx': 36, 'end_idx': 38, 'type': 'PER'}","{'word': '가수', 'start_idx': 44, 'end_idx': 45, 'type': 'POH'}",per:title
28,1733,person1.csv_286,['user:ymnseol'],"7월 13일부터 9월 1일까지 tvN의 주말 드라마 《호텔 델루나》에 장만월이라는 역할로 여진구와 호흡을 맞추었다. 같은 드라마에 출연한 배우 서이숙은 ""이지은은 서른이 채 안 됐는데 내적 이성과 감성이 단단한 친구인 것 같다. 도화지 같은 매력이 있더라. 화장을 안 했을 때, 조명을 받을 때 얼굴이 다양하더라. 평소에 독서량이 많아서 가사도 잘 쓰는 것 같다. 화술도 좋은데 성실하기까지 하다. 자기가 뭘 해야 하는지를 아는 친구라 걱정은 안 한다""라고 애정을 드러냈다.","{'word': '호텔 델루나', 'start_idx': 30, 'end_idx': 35, 'type': 'PRO'}","{'word': '9월 1일', 'start_idx': 9, 'end_idx': 13, 'type': 'DAT'}",pro:end_at
29,1482,person1.csv_333,['user:ymnseol'],"유희열이 작곡가로서 대중적으로 크게 알려진 곡은 1996년 11월에 발표된 곡이자 유희열이 작곡, 편곡한 이문세 조조할인이다. 이 곡이 많은 사랑을 받았다.","{'word': '유희열', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '작곡가', 'start_idx': 5, 'end_idx': 7, 'type': 'POH'}",per:title
30,1479,person1.csv_148,['user:ymnseol'],"예능 프로그램에서 예능감으로 두각을 나타내고 있으며, 브라운 아이드 걸스의 가인과 2009년 10월부터 1년 3개월동안 MBC 《우리 결혼했어요 시즌2》에서 가상커플로 출연하여, 아담부부라는 별칭을 얻으며 높은 인기를 누렸다.","{'word': '우리 결혼했어요 시즌2', 'start_idx': 72, 'end_idx': 83, 'type': 'PRO'}","{'word': '2009년 10월', 'start_idx': 46, 'end_idx': 54, 'type': 'DAT'}",no_relation
31,1711,person1.csv_331,['user:ymnseol'],"1996년 해군에서 제대하고 2집을 발매했다. 김연우가 메인 객원보컬이었던 2집은, 발표한 뒤 성공을 거두었으며 이때부터 토이는 저절로 유희열의 프로젝트 밴드로서의 객원보컬 체제가 됐다.","{'word': '유희열', 'start_idx': 76, 'end_idx': 78, 'type': 'PER'}","{'word': '토이', 'start_idx': 68, 'end_idx': 69, 'type': 'ORG'}",per:member_of
32,1712,person1.csv_331,['user:ymnseol'],"1996년 해군에서 제대하고 2집을 발매했다. 김연우가 메인 객원보컬이었던 2집은, 발표한 뒤 성공을 거두었으며 이때부터 토이는 저절로 유희열의 프로젝트 밴드로서의 객원보컬 체제가 됐다.","{'word': '김연우', 'start_idx': 26, 'end_idx': 28, 'type': 'PER'}","{'word': '메인 객원보컬', 'start_idx': 31, 'end_idx': 37, 'type': 'POH'}",per:title
33,537,person1.csv_325,['user:ymnseol'],그동안 연습은 해야 해서 유희열이 기다랗게 종이로 그림 그려져 있는 종이 피아노가 있는데 종이 피아노로 손으로 위치를 외우고 계이름을 짚고 연습하면서 곡을 쓰기도 했다. 손을 외워서 할 수 있는 연습을 하다가 피아노가 집에 와서 피아노로 연습을 했는데 집에 돈이 너무 많이 들어가기 시작해서 '이건 나,"{'word': '유희열', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}","{'word': '피아노', 'start_idx': 117, 'end_idx': 119, 'type': 'POH'}",no_relation
34,536,person1.csv_325,['user:ymnseol'],그동안 연습은 해야 해서 유희열이 기다랗게 종이로 그림 그려져 있는 종이 피아노가 있는데 종이 피아노로 손으로 위치를 외우고 계이름을 짚고 연습하면서 곡을 쓰기도 했다. 손을 외워서 할 수 있는 연습을 하다가 피아노가 집에 와서 피아노로 연습을 했는데 집에 돈이 너무 많이 들어가기 시작해서 '이건 나,"{'word': '유희열', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}","{'word': '종이 피아노', 'start_idx': 38, 'end_idx': 43, 'type': 'POH'}",no_relation
35,1713,person1.csv_331,['user:ymnseol'],"1996년 해군에서 제대하고 2집을 발매했다. 김연우가 메인 객원보컬이었던 2집은, 발표한 뒤 성공을 거두었으며 이때부터 토이는 저절로 유희열의 프로젝트 밴드로서의 객원보컬 체제가 됐다.","{'word': '토이', 'start_idx': 68, 'end_idx': 69, 'type': 'ORG'}","{'word': '유희열', 'start_idx': 76, 'end_idx': 78, 'type': 'PER'}",org:employee
36,2338,person1.csv_363,['user:ymnseol'],"유희열은 팻 메스니를 음악을 위한, 진정한 아름답고, 음들의 향연, 리듬의 향연, 감정의 달리기, 긴 여정. 음악으로 표현할 수 있는 여러 가지 표정들을 노랫말과 어떠한 멜로디에 싣는다기보다도 호흡으로 이렇게 달려나가는 너무나 멋진 뮤지션이고, 또한 너무나 멋진 어법을 가지고 있는 뮤지션이라고 한다. 유희열이 Pat Metheny 오마주 격으로 만들어 본 곡 라디오 천국 (Homage Pat Metheny)은 1999년에 발매한 《유희열 삽화집 - 익숙한 그 집 앞》에 수록되었다.","{'word': '팻 메스니', 'start_idx': 5, 'end_idx': 9, 'type': 'PER'}","{'word': 'Pat Metheny', 'start_idx': 174, 'end_idx': 184, 'type': 'PER'}",per:alternate_name
37,2339,person1.csv_363,['user:ymnseol'],"유희열은 팻 메스니를 음악을 위한, 진정한 아름답고, 음들의 향연, 리듬의 향연, 감정의 달리기, 긴 여정. 음악으로 표현할 수 있는 여러 가지 표정들을 노랫말과 어떠한 멜로디에 싣는다기보다도 호흡으로 이렇게 달려나가는 너무나 멋진 뮤지션이고, 또한 너무나 멋진 어법을 가지고 있는 뮤지션이라고 한다. 유희열이 Pat Metheny 오마주 격으로 만들어 본 곡 라디오 천국 (Homage Pat Metheny)은 1999년에 발매한 《유희열 삽화집 - 익숙한 그 집 앞》에 수록되었다.","{'word': '유희열', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '팻 메스니', 'start_idx': 5, 'end_idx': 9, 'type': 'PER'}",no_relation
38,1478,person1.csv_148,['user:ymnseol'],"예능 프로그램에서 예능감으로 두각을 나타내고 있으며, 브라운 아이드 걸스의 가인과 2009년 10월부터 1년 3개월동안 MBC 《우리 결혼했어요 시즌2》에서 가상커플로 출연하여, 아담부부라는 별칭을 얻으며 높은 인기를 누렸다.","{'word': '브라운 아이드 걸스', 'start_idx': 30, 'end_idx': 39, 'type': 'ORG'}","{'word': '가인', 'start_idx': 42, 'end_idx': 43, 'type': 'PER'}",org:employee
39,525,person1.csv_341,['user:ymnseol'],"유희열은 중2부터 고1때까지 방황했었다고 한다. 가죽점퍼에 오토바이를 타고 머리를 염색하고 다녔고 학교에서 문제아 취급을 받을 정도여서 어머니가 많이 속상해했는데, 어머니가 화도 내고 매도 들었는데 와닿지 않았는데 어느 날 ""나는 우리 희열이를 믿는다. 지금은 삐뚤게 가더라도 출발점이 어딘지 뒤돌아볼 수 있는 사람이라고 믿는다""라는 어머니의 말이 와닿아서 정신을 차리게 됐다고 한다.br","{'word': '유희열', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '어머니', 'start_idx': 92, 'end_idx': 94, 'type': 'POH'}",no_relation
40,1477,person1.csv_148,['user:ymnseol'],"예능 프로그램에서 예능감으로 두각을 나타내고 있으며, 브라운 아이드 걸스의 가인과 2009년 10월부터 1년 3개월동안 MBC 《우리 결혼했어요 시즌2》에서 가상커플로 출연하여, 아담부부라는 별칭을 얻으며 높은 인기를 누렸다.","{'word': '가인', 'start_idx': 42, 'end_idx': 43, 'type': 'PER'}","{'word': '우리 결혼했어요 시즌2', 'start_idx': 72, 'end_idx': 83, 'type': 'PRO'}",per:participate_in
41,1476,person1.csv_148,['user:ymnseol'],"예능 프로그램에서 예능감으로 두각을 나타내고 있으며, 브라운 아이드 걸스의 가인과 2009년 10월부터 1년 3개월동안 MBC 《우리 결혼했어요 시즌2》에서 가상커플로 출연하여, 아담부부라는 별칭을 얻으며 높은 인기를 누렸다.","{'word': '가인', 'start_idx': 42, 'end_idx': 43, 'type': 'PER'}","{'word': '브라운 아이드 걸스', 'start_idx': 30, 'end_idx': 39, 'type': 'ORG'}",per:member_of
42,521,person1.csv_229,['user:ymnseol'],"최진희는 전라북도 익산시에서 태어났다. 고등학교 3학년 때 친구와 상경해 오아시스레코드사의 오디션에 합격하였으여, 데뷔 초창기 음악 학원에 드나들다가 또래 여자아이들과 뜻을 모아 6인조 밴드 《양떼들》을 결성해 활동하였다. 그 후 명동 등지 클럽에서 실전 경험을 쌓았으며, 호텔 삼정과 도쿄 등 유명한 나이트클럽으로 옮겨 다니면서 실력 있는 밴드로서 인정받기 시작했다. 가창력이 돋보인 최진희는 1982년 호텔 엠버서 나이트클럽에서 활동할 때 또 다른 팀인 《에이원쇼》의 악단장인 김희갑의 눈에 띄어 김희갑이 맡았던 KBS 드라마 《청춘행진곡》의 주제가였던 〈그대는 나의 인생〉을 부르며, 하루아침에 스타가 되었다. 뒤늦게 결성한 그룹사운드 한울타리의 첫번째 음반을 발매하게 된 〈그대는 나의 인생〉은 베이스 기타 주자였던 허영래와 같이 부른 곡으로 한울타리라는 이름으로 발표되었다. 이 곡은 1984년도 라디오 방송횟수 1위를 기록할 만큼 선풍적인 인기를 끌었다.","{'word': '양떼들', 'start_idx': 108, 'end_idx': 110, 'type': 'ORG'}","{'word': '최진희', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",org:employee
43,520,person1.csv_229,['user:ymnseol'],"최진희는 전라북도 익산시에서 태어났다. 고등학교 3학년 때 친구와 상경해 오아시스레코드사의 오디션에 합격하였으여, 데뷔 초창기 음악 학원에 드나들다가 또래 여자아이들과 뜻을 모아 6인조 밴드 《양떼들》을 결성해 활동하였다. 그 후 명동 등지 클럽에서 실전 경험을 쌓았으며, 호텔 삼정과 도쿄 등 유명한 나이트클럽으로 옮겨 다니면서 실력 있는 밴드로서 인정받기 시작했다. 가창력이 돋보인 최진희는 1982년 호텔 엠버서 나이트클럽에서 활동할 때 또 다른 팀인 《에이원쇼》의 악단장인 김희갑의 눈에 띄어 김희갑이 맡았던 KBS 드라마 《청춘행진곡》의 주제가였던 〈그대는 나의 인생〉을 부르며, 하루아침에 스타가 되었다. 뒤늦게 결성한 그룹사운드 한울타리의 첫번째 음반을 발매하게 된 〈그대는 나의 인생〉은 베이스 기타 주자였던 허영래와 같이 부른 곡으로 한울타리라는 이름으로 발표되었다. 이 곡은 1984년도 라디오 방송횟수 1위를 기록할 만큼 선풍적인 인기를 끌었다.","{'word': '김희갑', 'start_idx': 280, 'end_idx': 282, 'type': 'PER'}","{'word': '청춘행진곡', 'start_idx': 298, 'end_idx': 302, 'type': 'PRO'}",per:participate_in
